All_GPU,32,0.028714,0.001296,0.040745,0.057428
All_GPU,64,0.028537,0.001119,0.040750,0.057073
All_GPU,128,0.025476,0.000956,0.034846,0.050951
All_GPU,256,0.025473,0.000949,0.034847,0.050946
All_GPU,512,0.025505,0.000948,0.034851,0.051010
All_GPU,1024,0.025666,0.000973,0.034850,0.051332
All_GPU,32,0.030117,0.001386,0.043785,0.060234
All_GPU,64,0.030208,0.001217,0.043799,0.060416
All_GPU,128,0.030122,0.001213,0.043773,0.060244
All_GPU,256,0.028320,0.001111,0.040174,0.056641
All_GPU,512,0.027065,0.001043,0.037871,0.054129
All_GPU,1024,0.027305,0.001068,0.037892,0.054610
All_GPU,32,0.028587,0.001299,0.040764,0.057175
All_GPU,64,0.028519,0.001120,0.040757,0.057037
All_GPU,128,0.028477,0.001113,0.040766,0.056955
All_GPU,256,0.027739,0.001061,0.039321,0.055478
All_GPU,512,0.025426,0.000952,0.034849,0.050852
All_GPU,1024,0.025618,0.000973,0.034845,0.051236
All_GPU,32,0.028594,0.001296,0.040756,0.057189
All_GPU,64,0.028601,0.001120,0.040758,0.057202
All_GPU,128,0.025928,0.000974,0.035582,0.051855
All_GPU,256,0.025450,0.000949,0.034841,0.050899
All_GPU,512,0.025550,0.000955,0.034841,0.051100
All_GPU,1024,0.025496,0.000980,0.034853,0.050991
All_GPU,32,0.051083,0.046999,0.055439,0.510831
All_GPU,64,0.052517,0.046944,0.055725,0.525166
All_GPU,128,0.048685,0.046875,0.047423,0.486848
All_GPU,256,0.048557,0.046507,0.047466,0.485575
All_GPU,512,0.048928,0.046946,0.047814,0.489283
All_GPU,1024,0.051207,0.047333,0.055942,0.512071
All_GPU,32,0.040418,0.012494,0.054105,0.242508
All_GPU,64,0.038921,0.012499,0.050337,0.233527
All_GPU,128,0.035162,0.011724,0.046253,0.210970
All_GPU,256,0.035125,0.011723,0.046250,0.210750
All_GPU,512,0.035166,0.011722,0.046249,0.210998
All_GPU,1024,0.035160,0.011723,0.046259,0.210959
All_GPU,32,0.041433,0.013703,0.050915,0.124300
All_GPU,64,0.039704,0.012506,0.047215,0.119112
All_GPU,128,0.036151,0.011727,0.043523,0.108452
All_GPU,256,0.036144,0.011726,0.043524,0.108431
All_GPU,512,0.036144,0.011724,0.043523,0.108431
All_GPU,1024,0.036102,0.011730,0.043531,0.108306
